CRI_YM,TAG,BD_HD,DAY,TIME,SEX,AGE,NUM,TIME2
201905,sports,holiday,F.SAT,E.18-22,F,D.5O,81,35
201905,daily_office,business_day,E.FRI,F.22-02,M,A.2O,599,30
202105,hobby,business_day,A.MON,E.18-22,M,B.3O,1022,5
202005,sports,business_day,C.WED,B.06-10,F,B.3O,509,14
202005,home_shopping,business_day,D.THU,E.18-22,M,A.2O,310,23
202005,home_appliance,holiday,E.FRI,A.02-06,F,A.2O,36,25
201905,grocery,business_day,B.TUE,C.10-14,F,E.60,656,9
201905,fashion,business_day,C.WED,B.06-10,F,D.5O,1304,14
202005,car,holiday,E.FRI,B.06-10,M,D.5O,31,26
201905,daily_office,business_day,D.THU,E.18-22,F,E.60,870,23
202105,baby,business_day,C.WED,B.06-10,F,E.60,19,14
202105,daily_office,business_day,D.THU,E.18-22,M,D.5O,2731,23
201905,fashion,holiday,G.SUN,F.22-02,F,C.4O,7393,42
202005,baby,business_day,E.FRI,C.10-14,F,E.60,47,27
201905,baby,holiday,F.SAT,A.02-06,F,B.3O,274,31
201905,baby,business_day,E.FRI,A.02-06,F,C.4O,107,25
201905,sports,business_day,A.MON,F.22-02,F,D.5O,85,6
202005,hobby,holiday,F.SAT,E.18-22,F,E.60,37,35
202105,cosmetics,business_day,A.MON,D.14-18,F,E.60,797,4
201905,golf,business_day,B.TUE,B.06-10,M,D.5O,57,8
201905,pet,business_day,C.WED,F.22-02,F,B.3O,390,18
202005,daily_office,holiday,E.FRI,A.02-06,M,C.4O,150,25
202105,grocery,business_day,C.WED,E.18-22,M,E.60,592,17
202005,home_shopping,business_day,B.TUE,A.02-06,M,E.60,162,7
201905,hobby,business_day,A.MON,E.18-22,F,D.5O,70,5
202005,cosmetics,business_day,C.WED,C.10-14,F,C.4O,4128,15
202005,pet,business_day,C.WED,E.18-22,M,D.5O,173,17
201905,cosmetics,business_day,B.TUE,D.14-18,M,D.5O,421,10
201905,baby,business_day,A.MON,B.06-10,M,A.2O,41,2
202005,car,holiday,F.SAT,A.02-06,F,E.60,4,31
202105,home_shopping,business_day,D.THU,B.06-10,M,C.4O,1173,20
202005,golf,business_day,E.FRI,A.02-06,M,D.5O,12,25
201905,golf,business_day,C.WED,D.14-18,M,B.3O,70,16
201905,baby,business_day,E.FRI,E.18-22,F,B.3O,1560,29
202105,car,holiday,G.SUN,E.18-22,F,E.60,40,41
202005,grocery,holiday,G.SUN,E.18-22,F,E.60,1018,41
202005,fashion,business_day,C.WED,D.14-18,F,D.5O,3943,16
201905,interior,business_day,C.WED,F.22-02,F,B.3O,1356,18
201905,books,holiday,G.SUN,F.22-02,M,B.3O,437,42
202005,books,business_day,D.THU,C.10-14,M,C.4O,1670,21
202105,home_appliance,holiday,F.SAT,E.18-22,M,E.60,294,35
201905,fashion,holiday,G.SUN,B.06-10,M,E.60,112,38
202105,home_appliance,business_day,D.THU,A.02-06,F,B.3O,208,19
201905,daily_office,business_day,B.TUE,C.10-14,F,B.3O,9492,9
202105,books,holiday,C.WED,C.10-14,M,B.3O,254,15
202005,home_shopping,holiday,G.SUN,F.22-02,M,E.60,791,42
202105,grocery,holiday,G.SUN,C.10-14,F,C.4O,10225,39
201905,car,business_day,B.TUE,D.14-18,F,D.5O,71,10
201905,interior,business_day,A.MON,B.06-10,F,E.60,55,2
201905,home_appliance,holiday,C.WED,A.02-06,F,B.3O,50,13
202005,car,business_day,C.WED,D.14-18,M,D.5O,322,16
201905,car,business_day,D.THU,E.18-22,F,D.5O,55,23
202005,interior,holiday,E.FRI,A.02-06,M,D.5O,13,25
202005,pet,business_day,C.WED,A.02-06,M,D.5O,17,13
201905,fashion,business_day,D.THU,D.14-18,F,E.60,899,22
202105,baby,business_day,B.TUE,C.10-14,F,C.4O,1344,9
202105,baby,business_day,C.WED,D.14-18,F,C.4O,570,16
202005,books,holiday,G.SUN,C.10-14,M,A.2O,172,39
201905,daily_office,holiday,F.SAT,F.22-02,F,B.3O,2726,36
202005,baby,holiday,E.FRI,E.18-22,M,D.5O,21,29
202105,home_appliance,business_day,B.TUE,E.18-22,M,A.2O,829,11
202105,golf,holiday,C.WED,E.18-22,M,E.60,10,17
202105,home_shopping,business_day,E.FRI,B.06-10,F,C.4O,5207,26
201905,home_appliance,business_day,C.WED,E.18-22,F,E.60,87,17
202105,sports,business_day,C.WED,E.18-22,M,D.5O,113,17
201905,car,holiday,C.WED,C.10-14,M,B.3O,120,15
201905,car,business_day,E.FRI,B.06-10,M,B.3O,375,26
201905,interior,business_day,C.WED,D.14-18,F,A.2O,733,16
202105,interior,holiday,F.SAT,B.06-10,F,D.5O,625,32
202105,baby,business_day,B.TUE,E.18-22,M,C.4O,596,11
201905,cosmetics,business_day,E.FRI,A.02-06,F,C.4O,235,25
202005,pet,business_day,B.TUE,E.18-22,M,B.3O,277,11
201905,grocery,business_day,A.MON,A.02-06,F,B.3O,481,1
202005,grocery,business_day,E.FRI,F.22-02,M,E.60,257,30
201905,cosmetics,business_day,A.MON,D.14-18,M,B.3O,845,4
202105,car,holiday,C.WED,B.06-10,F,E.60,6,14
201905,home_shopping,holiday,C.WED,E.18-22,M,A.2O,70,17
202005,pet,business_day,B.TUE,D.14-18,M,E.60,30,10
201905,baby,business_day,B.TUE,F.22-02,M,E.60,17,12
201905,interior,business_day,A.MON,C.10-14,F,B.3O,1440,3
202005,pet,business_day,A.MON,B.06-10,F,C.4O,296,2
201905,home_appliance,holiday,C.WED,D.14-18,F,B.3O,268,16
202005,cosmetics,holiday,F.SAT,E.18-22,F,A.2O,1866,35
201905,interior,business_day,C.WED,F.22-02,M,C.4O,752,18
201905,home_shopping,holiday,G.SUN,C.10-14,M,B.3O,1345,39
202105,car,business_day,A.MON,D.14-18,F,A.2O,158,4
202005,daily_office,holiday,F.SAT,E.18-22,M,B.3O,3526,35
201905,interior,business_day,A.MON,F.22-02,M,D.5O,223,6
202105,home_shopping,business_day,B.TUE,B.06-10,M,C.4O,1437,8
202105,interior,holiday,G.SUN,C.10-14,F,C.4O,2731,39
202105,hobby,business_day,D.THU,B.06-10,F,A.2O,240,20
202005,fashion,business_day,A.MON,F.22-02,M,E.60,333,6
202005,home_appliance,holiday,E.FRI,D.14-18,F,E.60,31,28
201905,cosmetics,business_day,E.FRI,E.18-22,M,D.5O,321,29
202005,cosmetics,business_day,D.THU,A.02-06,F,C.4O,410,19
202005,hobby,holiday,E.FRI,F.22-02,M,B.3O,124,30
202105,home_shopping,business_day,C.WED,B.06-10,F,A.2O,234,14
201905,cosmetics,holiday,F.SAT,B.06-10,M,D.5O,122,32
202005,sports,holiday,E.FRI,E.18-22,F,E.60,14,29
201905,golf,holiday,G.SUN,D.14-18,M,E.60,14,40
201905,home_shopping,business_day,E.FRI,D.14-18,F,C.4O,6550,28
202005,sports,holiday,G.SUN,B.06-10,F,E.60,13,38
201905,car,business_day,C.WED,D.14-18,M,A.2O,220,16
201905,grocery,business_day,B.TUE,B.06-10,M,A.2O,500,8
202005,daily_office,holiday,F.SAT,A.02-06,M,D.5O,235,31
201905,cosmetics,holiday,A.MON,D.14-18,M,A.2O,90,4
202005,hobby,business_day,A.MON,D.14-18,M,E.60,125,4
202005,interior,business_day,C.WED,F.22-02,M,C.4O,1425,18
202005,daily_office,business_day,C.WED,E.18-22,F,E.60,1068,17
202105,daily_office,business_day,C.WED,F.22-02,F,A.2O,1193,18
202005,interior,business_day,B.TUE,D.14-18,M,D.5O,775,10
202105,fashion,holiday,G.SUN,A.02-06,F,E.60,139,37
201905,grocery,holiday,A.MON,D.14-18,F,A.2O,322,4
201905,cosmetics,holiday,A.MON,C.10-14,F,A.2O,293,3
202005,grocery,business_day,D.THU,F.22-02,M,C.4O,3239,24
202005,golf,business_day,E.FRI,C.10-14,F,B.3O,56,27
202105,pet,holiday,F.SAT,E.18-22,F,C.4O,734,35
202105,grocery,business_day,D.THU,A.02-06,F,D.5O,604,19
201905,hobby,holiday,A.MON,B.06-10,F,C.4O,28,2
202005,daily_office,business_day,D.THU,F.22-02,M,C.4O,3606,24
202105,cosmetics,business_day,C.WED,D.14-18,F,D.5O,812,16
201905,home_shopping,business_day,A.MON,E.18-22,F,D.5O,4629,5
202105,books,business_day,B.TUE,C.10-14,F,D.5O,729,9
202005,pet,business_day,A.MON,E.18-22,M,A.2O,121,5
202005,books,holiday,G.SUN,D.14-18,F,A.2O,488,40
202105,hobby,business_day,B.TUE,D.14-18,F,A.2O,502,10
202105,home_appliance,business_day,C.WED,F.22-02,M,B.3O,1094,18
202105,home_appliance,holiday,F.SAT,F.22-02,M,D.5O,745,36
202005,baby,business_day,C.WED,E.18-22,F,C.4O,842,17
202105,baby,holiday,C.WED,D.14-18,M,C.4O,298,16
201905,hobby,holiday,F.SAT,F.22-02,M,D.5O,73,36
202105,grocery,business_day,A.MON,A.02-06,F,D.5O,654,1
201905,books,holiday,G.SUN,E.18-22,M,E.60,64,41
202105,sports,holiday,C.WED,A.02-06,M,B.3O,54,13
201905,books,holiday,G.SUN,E.18-22,F,C.4O,1783,41
201905,home_appliance,business_day,A.MON,F.22-02,M,C.4O,1023,6
202005,fashion,business_day,A.MON,F.22-02,M,D.5O,1612,6
202105,baby,business_day,B.TUE,D.14-18,F,C.4O,982,10
201905,daily_office,holiday,A.MON,E.18-22,M,D.5O,335,5
202005,books,business_day,A.MON,D.14-18,M,A.2O,249,4
201905,baby,holiday,G.SUN,A.02-06,F,B.3O,260,37
202105,books,business_day,E.FRI,B.06-10,F,A.2O,184,26
201905,hobby,holiday,A.MON,C.10-14,F,A.2O,35,3
201905,baby,holiday,G.SUN,A.02-06,M,C.4O,71,37
202005,fashion,business_day,E.FRI,B.06-10,M,A.2O,803,26
201905,sports,holiday,C.WED,D.14-18,M,E.60,12,16
202105,cosmetics,holiday,G.SUN,B.06-10,M,C.4O,757,38
202105,interior,business_day,B.TUE,C.10-14,M,B.3O,1779,9
202105,home_appliance,holiday,G.SUN,D.14-18,M,B.3O,2856,40
202005,golf,business_day,A.MON,C.10-14,M,E.60,49,3
202105,books,business_day,A.MON,F.22-02,M,E.60,126,6
202005,baby,business_day,C.WED,C.10-14,F,E.60,70,15
202105,grocery,holiday,F.SAT,E.18-22,F,B.3O,7682,35
202005,cosmetics,business_day,A.MON,D.14-18,M,B.3O,1397,4
202005,grocery,holiday,B.TUE,F.22-02,M,E.60,93,12
201905,golf,business_day,B.TUE,E.18-22,F,C.4O,52,11
202105,hobby,holiday,F.SAT,D.14-18,M,D.5O,373,34
202005,sports,holiday,E.FRI,A.02-06,F,B.3O,39,25
201905,cosmetics,business_day,A.MON,F.22-02,M,B.3O,844,6
202005,daily_office,business_day,A.MON,B.06-10,M,C.4O,3281,2
201905,home_shopping,business_day,C.WED,B.06-10,F,C.4O,6804,14
202005,home_shopping,holiday,F.SAT,E.18-22,F,D.5O,8620,35
202005,home_appliance,holiday,B.TUE,F.22-02,M,C.4O,449,12
202005,interior,holiday,G.SUN,F.22-02,F,A.2O,1751,42
202005,books,business_day,D.THU,D.14-18,F,E.60,95,22
202105,golf,holiday,C.WED,D.14-18,M,E.60,17,16
202105,baby,business_day,E.FRI,B.06-10,M,C.4O,299,26
202105,hobby,business_day,E.FRI,F.22-02,F,D.5O,121,30
202005,cosmetics,holiday,E.FRI,D.14-18,M,A.2O,116,28
201905,sports,holiday,A.MON,F.22-02,F,E.60,5,6
202005,pet,holiday,G.SUN,D.14-18,F,C.4O,626,40
201905,cosmetics,business_day,E.FRI,F.22-02,M,A.2O,349,30
202105,home_appliance,holiday,G.SUN,D.14-18,M,E.60,356,40
202105,baby,holiday,F.SAT,D.14-18,F,E.60,69,34
202105,home_shopping,business_day,D.THU,F.22-02,M,C.4O,2635,24
202105,hobby,business_day,A.MON,E.18-22,M,A.2O,343,5
201905,grocery,holiday,A.MON,B.06-10,F,B.3O,348,2
202005,daily_office,holiday,B.TUE,C.10-14,F,B.3O,1491,9
202105,fashion,business_day,D.THU,C.10-14,M,E.60,1047,21
202105,fashion,holiday,F.SAT,B.06-10,M,E.60,428,32
202005,home_shopping,business_day,E.FRI,F.22-02,F,C.4O,7017,30
201905,hobby,holiday,G.SUN,D.14-18,M,D.5O,181,40
202105,pet,holiday,G.SUN,D.14-18,M,A.2O,115,40
201905,interior,business_day,B.TUE,C.10-14,M,E.60,182,9
201905,books,business_day,B.TUE,B.06-10,F,E.60,26,8
202105,daily_office,business_day,A.MON,C.10-14,F,E.60,3283,3
201905,grocery,business_day,E.FRI,A.02-06,F,B.3O,629,25
202105,car,holiday,F.SAT,C.10-14,M,D.5O,360,33
202105,home_shopping,business_day,A.MON,D.14-18,M,A.2O,302,4
202105,baby,holiday,G.SUN,C.10-14,M,A.2O,117,39
202105,fashion,business_day,A.MON,B.06-10,M,C.4O,3665,2
202005,golf,business_day,A.MON,C.10-14,F,B.3O,50,3
201905,cosmetics,holiday,F.SAT,F.22-02,F,C.4O,1276,36
202105,home_appliance,business_day,D.THU,D.14-18,M,D.5O,1330,22
202105,home_shopping,business_day,C.WED,F.22-02,F,B.3O,3760,18
201905,home_shopping,business_day,B.TUE,C.10-14,F,E.60,3680,9
202105,car,holiday,F.SAT,C.10-14,M,B.3O,624,33
202005,home_appliance,holiday,G.SUN,E.18-22,M,C.4O,2775,41
201905,grocery,business_day,D.THU,F.22-02,F,B.3O,5306,24
202005,home_shopping,business_day,D.THU,C.10-14,F,D.5O,8230,21
202005,car,business_day,A.MON,F.22-02,F,B.3O,296,6
202105,sports,holiday,G.SUN,F.22-02,M,D.5O,266,42
201905,home_appliance,holiday,G.SUN,D.14-18,M,D.5O,428,40
202005,home_appliance,holiday,F.SAT,E.18-22,M,D.5O,753,35
201905,sports,business_day,D.THU,E.18-22,M,C.4O,484,23
201905,grocery,business_day,C.WED,D.14-18,F,E.60,641,16
202105,cosmetics,business_day,C.WED,C.10-14,F,B.3O,3070,15
202005,home_appliance,business_day,A.MON,E.18-22,F,D.5O,544,5
201905,car,holiday,C.WED,E.18-22,M,E.60,12,17
201905,pet,business_day,C.WED,D.14-18,M,C.4O,239,16
202105,home_appliance,business_day,A.MON,C.10-14,M,D.5O,2688,3
202005,grocery,business_day,A.MON,F.22-02,M,B.3O,3534,6
202105,fashion,business_day,A.MON,E.18-22,M,C.4O,6894,5
202005,sports,business_day,D.THU,C.10-14,M,D.5O,276,21
202005,books,holiday,F.SAT,F.22-02,M,E.60,75,36
202005,fashion,holiday,G.SUN,E.18-22,M,B.3O,7434,41
201905,grocery,holiday,C.WED,E.18-22,F,D.5O,394,17
202005,grocery,holiday,G.SUN,D.14-18,M,A.2O,1064,40
201905,cosmetics,holiday,A.MON,A.02-06,F,C.4O,59,1
202005,pet,business_day,C.WED,E.18-22,F,B.3O,634,17
201905,grocery,holiday,A.MON,E.18-22,M,E.60,78,5
201905,home_appliance,business_day,A.MON,A.02-06,F,B.3O,130,1
201905,interior,business_day,C.WED,B.06-10,M,C.4O,584,14
201905,interior,holiday,C.WED,B.06-10,M,E.60,30,14
202005,grocery,holiday,E.FRI,A.02-06,M,A.2O,51,25
201905,home_shopping,holiday,A.MON,A.02-06,F,E.60,240,1
202005,home_shopping,holiday,E.FRI,F.22-02,F,E.60,619,30
202105,interior,business_day,B.TUE,D.14-18,F,D.5O,1278,10
201905,home_shopping,holiday,C.WED,D.14-18,M,C.4O,595,16
202005,cosmetics,holiday,G.SUN,F.22-02,F,E.60,218,42
202105,sports,business_day,B.TUE,B.06-10,F,B.3O,460,8
202005,cosmetics,business_day,E.FRI,B.06-10,M,D.5O,261,26
202005,books,business_day,A.MON,A.02-06,F,C.4O,258,1
201905,grocery,holiday,F.SAT,B.06-10,F,B.3O,1273,32
202105,hobby,holiday,G.SUN,A.02-06,M,C.4O,124,37
202005,grocery,holiday,G.SUN,F.22-02,F,E.60,609,42
202005,cosmetics,business_day,D.THU,D.14-18,F,D.5O,1104,22
202105,car,business_day,D.THU,C.10-14,M,A.2O,280,21
202105,hobby,business_day,E.FRI,A.02-06,M,B.3O,101,25
202005,home_shopping,holiday,G.SUN,C.10-14,M,D.5O,3334,39
201905,golf,holiday,A.MON,D.14-18,F,D.5O,11,4
202005,grocery,business_day,D.THU,D.14-18,M,D.5O,1895,22
201905,fashion,holiday,F.SAT,C.10-14,F,C.4O,5506,33
202105,car,holiday,F.SAT,B.06-10,F,A.2O,31,32
201905,hobby,holiday,F.SAT,E.18-22,F,C.4O,255,35
202105,home_shopping,business_day,E.FRI,E.18-22,M,D.5O,2411,29
202105,fashion,holiday,F.SAT,A.02-06,M,E.60,99,31
202005,baby,holiday,B.TUE,B.06-10,F,E.60,6,8
201905,pet,holiday,A.MON,A.02-06,M,E.60,4,1
202005,hobby,business_day,D.THU,B.06-10,M,A.2O,81,20
202005,books,holiday,G.SUN,C.10-14,F,B.3O,1221,39
202005,baby,business_day,C.WED,B.06-10,M,D.5O,56,14
202005,sports,business_day,E.FRI,D.14-18,M,C.4O,610,28
202105,golf,business_day,E.FRI,E.18-22,M,A.2O,8,29
202005,home_shopping,holiday,B.TUE,A.02-06,M,B.3O,79,7
202005,fashion,business_day,A.MON,F.22-02,M,C.4O,4547,6
201905,books,business_day,D.THU,D.14-18,F,D.5O,538,22
202005,grocery,business_day,A.MON,F.22-02,F,C.4O,7191,6
201905,home_shopping,business_day,A.MON,E.18-22,M,E.60,664,5
202005,pet,holiday,F.SAT,C.10-14,F,B.3O,565,33
201905,hobby,business_day,B.TUE,A.02-06,M,E.60,10,7
202105,fashion,business_day,E.FRI,B.06-10,F,A.2O,2760,26
202005,fashion,holiday,E.FRI,B.06-10,F,B.3O,1113,26
202005,car,business_day,B.TUE,F.22-02,F,E.60,13,12
202005,home_appliance,holiday,E.FRI,B.06-10,F,A.2O,66,26
202005,grocery,holiday,B.TUE,C.10-14,F,C.4O,1430,9
202005,daily_office,business_day,A.MON,D.14-18,F,C.4O,9002,4
201905,hobby,business_day,D.THU,C.10-14,M,D.5O,321,21
202005,pet,business_day,B.TUE,E.18-22,F,B.3O,475,11
202005,car,business_day,E.FRI,E.18-22,M,A.2O,124,29
201905,fashion,business_day,C.WED,F.22-02,F,C.4O,7410,18
202105,cosmetics,holiday,F.SAT,A.02-06,F,B.3O,617,31
201905,fashion,business_day,E.FRI,B.06-10,F,D.5O,1529,26
202105,car,business_day,D.THU,A.02-06,F,B.3O,32,19
201905,interior,business_day,B.TUE,F.22-02,M,E.60,90,12
202005,golf,business_day,E.FRI,B.06-10,M,B.3O,57,26
201905,interior,business_day,B.TUE,C.10-14,F,C.4O,1301,9
201905,cosmetics,business_day,C.WED,C.10-14,M,E.60,186,15
202105,daily_office,holiday,C.WED,A.02-06,M,B.3O,316,13
202005,daily_office,business_day,B.TUE,C.10-14,F,C.4O,7365,9
201905,interior,business_day,B.TUE,A.02-06,M,C.4O,127,7
202105,grocery,business_day,D.THU,F.22-02,F,A.2O,2423,24
202105,daily_office,business_day,A.MON,C.10-14,M,A.2O,2337,3
201905,pet,holiday,A.MON,D.14-18,F,E.60,7,4
202105,baby,holiday,G.SUN,E.18-22,F,B.3O,3093,41
201905,interior,holiday,C.WED,A.02-06,M,B.3O,54,13
202005,grocery,holiday,F.SAT,D.14-18,M,A.2O,875,34
202005,car,business_day,C.WED,D.14-18,F,E.60,37,16
201905,home_shopping,business_day,E.FRI,A.02-06,M,A.2O,50,25
202105,grocery,holiday,F.SAT,A.02-06,F,A.2O,304,31
202005,golf,business_day,A.MON,C.10-14,F,D.5O,66,3
202105,sports,business_day,A.MON,D.14-18,F,D.5O,376,4
202005,baby,holiday,E.FRI,C.10-14,M,D.5O,22,27
201905,home_appliance,holiday,A.MON,F.22-02,M,C.4O,253,6
202005,baby,business_day,C.WED,B.06-10,M,C.4O,265,14
202105,cosmetics,business_day,E.FRI,B.06-10,F,B.3O,2229,26
202005,pet,business_day,E.FRI,A.02-06,F,B.3O,134,25
201905,baby,business_day,E.FRI,C.10-14,F,C.4O,673,27
202005,books,holiday,E.FRI,C.10-14,F,D.5O,139,27
202005,books,business_day,B.TUE,F.22-02,M,A.2O,110,12
202005,car,holiday,E.FRI,A.02-06,M,A.2O,15,25
201905,cosmetics,holiday,C.WED,E.18-22,F,C.4O,458,17
202105,car,business_day,E.FRI,F.22-02,M,D.5O,142,30
202105,daily_office,holiday,C.WED,A.02-06,M,D.5O,165,13
202005,pet,holiday,F.SAT,B.06-10,M,E.60,13,32
201905,golf,business_day,E.FRI,C.10-14,F,A.2O,10,27
201905,baby,holiday,F.SAT,B.06-10,F,B.3O,592,32
202105,home_shopping,business_day,D.THU,A.02-06,M,B.3O,187,19
202105,golf,business_day,D.THU,A.02-06,M,B.3O,13,19
201905,books,business_day,E.FRI,F.22-02,M,E.60,46,30
201905,baby,holiday,C.WED,B.06-10,M,E.60,5,14
201905,fashion,business_day,D.THU,E.18-22,F,A.2O,5431,23
201905,interior,holiday,F.SAT,D.14-18,F,B.3O,933,34
202105,home_shopping,business_day,D.THU,B.06-10,F,B.3O,1811,20
201905,home_shopping,holiday,A.MON,B.06-10,F,E.60,980,2
202105,interior,holiday,F.SAT,B.06-10,M,E.60,173,32
202005,daily_office,business_day,E.FRI,C.10-14,F,B.3O,8642,27
202105,baby,business_day,D.THU,A.02-06,M,C.4O,63,19
201905,books,business_day,B.TUE,D.14-18,F,E.60,100,10
201905,golf,business_day,D.THU,A.02-06,M,D.5O,6,19
201905,home_appliance,business_day,E.FRI,E.18-22,F,C.4O,1241,29
201905,pet,business_day,C.WED,B.06-10,M,E.60,15,14
202005,sports,business_day,C.WED,E.18-22,M,A.2O,299,17
201905,interior,holiday,C.WED,B.06-10,F,C.4O,156,14
202005,grocery,business_day,D.THU,D.14-18,F,C.4O,7324,22
202005,home_shopping,business_day,A.MON,D.14-18,M,B.3O,1557,4
201905,fashion,business_day,B.TUE,A.02-06,M,B.3O,578,7
202005,interior,holiday,G.SUN,F.22-02,M,A.2O,603,42
202105,cosmetics,holiday,G.SUN,F.22-02,M,D.5O,498,42
202105,books,business_day,C.WED,E.18-22,M,C.4O,633,17
202005,grocery,holiday,E.FRI,B.06-10,F,B.3O,705,26
201905,home_shopping,business_day,C.WED,B.06-10,M,D.5O,1224,14
202105,baby,business_day,B.TUE,D.14-18,M,B.3O,842,10
202005,car,business_day,A.MON,F.22-02,M,D.5O,260,6
201905,home_shopping,business_day,C.WED,E.18-22,M,A.2O,220,17
202105,sports,business_day,E.FRI,C.10-14,M,C.4O,764,27
202105,pet,holiday,G.SUN,C.10-14,F,B.3O,753,39
202105,hobby,business_day,B.TUE,B.06-10,F,E.60,49,8
201905,car,business_day,D.THU,F.22-02,M,C.4O,381,24
202005,baby,holiday,B.TUE,D.14-18,F,B.3O,549,10
202005,cosmetics,business_day,E.FRI,A.02-06,M,B.3O,190,25
202105,fashion,holiday,C.WED,F.22-02,M,B.3O,2328,18
201905,sports,business_day,A.MON,E.18-22,F,B.3O,383,5
202005,hobby,holiday,B.TUE,C.10-14,F,E.60,8,9
202105,sports,holiday,F.SAT,F.22-02,M,C.4O,644,36
201905,car,business_day,E.FRI,E.18-22,M,A.2O,105,29
202105,sports,business_day,A.MON,F.22-02,M,D.5O,273,6
202005,car,business_day,E.FRI,B.06-10,F,E.60,16,26
202005,sports,business_day,B.TUE,B.06-10,F,D.5O,91,8
202005,car,business_day,D.THU,D.14-18,M,A.2O,291,22
201905,golf,business_day,B.TUE,C.10-14,M,E.60,15,9
202105,hobby,business_day,B.TUE,D.14-18,M,A.2O,288,10
202005,grocery,business_day,B.TUE,A.02-06,M,D.5O,167,7
201905,sports,holiday,C.WED,B.06-10,F,A.2O,33,14
202005,car,business_day,C.WED,D.14-18,M,C.4O,912,16
202105,hobby,holiday,C.WED,C.10-14,M,D.5O,185,15
202105,baby,business_day,D.THU,E.18-22,M,E.60,36,23
201905,daily_office,business_day,B.TUE,D.14-18,M,D.5O,1927,10
202105,baby,holiday,F.SAT,D.14-18,M,D.5O,110,34
202005,grocery,holiday,F.SAT,D.14-18,F,A.2O,1624,34
202005,golf,business_day,D.THU,C.10-14,M,E.60,25,21
201905,sports,business_day,A.MON,F.22-02,M,B.3O,378,6
201905,hobby,business_day,D.THU,E.18-22,F,B.3O,327,23
202105,hobby,holiday,C.WED,D.14-18,M,B.3O,396,16
202005,hobby,business_day,A.MON,C.10-14,M,C.4O,1194,3
202005,fashion,business_day,C.WED,F.22-02,M,C.4O,4795,18
202105,golf,business_day,D.THU,A.02-06,M,E.60,6,19
202105,car,business_day,B.TUE,A.02-06,M,E.60,15,7
202105,home_shopping,holiday,F.SAT,E.18-22,M,B.3O,1754,35
201905,interior,business_day,A.MON,D.14-18,M,D.5O,481,4
202105,hobby,business_day,B.TUE,E.18-22,M,E.60,132,11
202005,daily_office,business_day,C.WED,A.02-06,F,B.3O,1373,13
201905,home_shopping,holiday,F.SAT,A.02-06,M,B.3O,161,31
201905,fashion,business_day,B.TUE,B.06-10,F,D.5O,1231,8
202005,baby,business_day,C.WED,D.14-18,M,A.2O,113,16
202105,baby,business_day,E.FRI,D.14-18,F,A.2O,392,28
201905,cosmetics,holiday,C.WED,A.02-06,F,C.4O,54,13
202005,pet,holiday,F.SAT,D.14-18,M,B.3O,275,34
202005,home_appliance,business_day,A.MON,D.14-18,M,D.5O,1250,4
202105,car,business_day,D.THU,A.02-06,F,C.4O,40,19
201905,books,business_day,A.MON,B.06-10,M,B.3O,290,2
202005,home_appliance,business_day,D.THU,D.14-18,M,D.5O,1037,22
202105,car,holiday,G.SUN,F.22-02,F,A.2O,140,42
202105,pet,holiday,F.SAT,C.10-14,M,D.5O,187,33
201905,books,business_day,E.FRI,A.02-06,F,D.5O,61,25
202005,golf,business_day,B.TUE,C.10-14,F,D.5O,44,9
202105,hobby,holiday,G.SUN,D.14-18,M,C.4O,1156,40
202005,car,holiday,B.TUE,C.10-14,F,B.3O,48,9
202105,hobby,business_day,B.TUE,D.14-18,M,E.60,159,10
202005,baby,business_day,A.MON,C.10-14,M,A.2O,125,3
202005,fashion,holiday,B.TUE,A.02-06,F,B.3O,544,7
202105,home_shopping,business_day,E.FRI,E.18-22,F,C.4O,7895,29
202105,cosmetics,business_day,C.WED,B.06-10,M,A.2O,136,14
202005,pet,business_day,A.MON,D.14-18,F,E.60,72,4
202005,car,business_day,A.MON,E.18-22,M,B.3O,808,5
202105,sports,holiday,G.SUN,C.10-14,F,D.5O,346,39
201905,fashion,business_day,D.THU,F.22-02,F,E.60,363,24
202005,golf,holiday,B.TUE,F.22-02,F,E.60,5,12
201905,interior,business_day,E.FRI,E.18-22,M,B.3O,760,29
201905,hobby,holiday,A.MON,E.18-22,F,D.5O,23,5
202105,home_appliance,business_day,B.TUE,C.10-14,F,E.60,694,9
201905,golf,holiday,F.SAT,F.22-02,M,B.3O,37,36
202105,car,business_day,B.TUE,D.14-18,F,B.3O,282,10
201905,daily_office,holiday,A.MON,B.06-10,M,E.60,74,2
202105,grocery,holiday,G.SUN,A.02-06,M,C.4O,565,37
201905,home_appliance,holiday,A.MON,D.14-18,F,C.4O,195,4
201905,sports,holiday,C.WED,C.10-14,M,C.4O,111,15
202005,sports,holiday,E.FRI,F.22-02,M,C.4O,90,30
202005,golf,business_day,A.MON,A.02-06,F,C.4O,14,1
201905,golf,business_day,B.TUE,D.14-18,F,D.5O,55,10
202005,golf,holiday,F.SAT,F.22-02,F,C.4O,85,36
202105,hobby,holiday,C.WED,D.14-18,F,E.60,31,16
202105,books,business_day,E.FRI,D.14-18,M,C.4O,1256,28
202105,home_appliance,holiday,C.WED,B.06-10,M,D.5O,170,14
202105,car,business_day,B.TUE,A.02-06,F,D.5O,10,7
202005,cosmetics,business_day,B.TUE,B.06-10,F,E.60,147,8
202105,daily_office,business_day,C.WED,F.22-02,M,E.60,284,18
